FID,STOPID,NAME,TOWN,0730_0930,1200_1400,1500_1830,2000_2100,x,y,z,PhotoF,PhotoS
5872,16962,Barnsley Road Belle Isle Crescent,Sandal,14,16,11,5,433876,419483,30,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16962&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16962&view=side
5873,16963,Barnsley Road Bridge Street,Belle Isle,14,17,11,5,433756,419765,30,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16963&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16963&view=side
5874,16964,Barnsley Road Bus Depot,Sandal,15,16,10,5,433784,419693,30,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16964&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16964&view=side
5875,16965,Belle Isle Depot,Belle Isle,14,17,11,5,433824,419583,30,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16965&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16965&view=side
5876,16966,Barnsley Road Welbeck Street,Belle Isle,15,16,10,5,433899,419452,30,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16966&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16966&view=side
5877,16967,Barnsley Road Manygates,Belle Isle,15,16,11,5,433966,419242,30,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16967&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16967&view=side
5878,16968,Portobello Road Rivermead,Portobello,2,2,1,1,433611,419015,30,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16968&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16968&view=side
5879,16969,Duke Of York Avenue Warren Avenue,Portobello,2,2,1,1,433845,418850,30,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16969&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16969&view=side
5880,16970,Rutland Avenue Clifford Avenue,Portobello,4,4,2,2,433746,418736,30,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16970&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16970&view=side
5881,16971,Duke Of York Avenue Terminus,Portobello,2,2,1,1,433484,418438,40,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16971&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16971&view=side
5882,16972,Duke Of York Avenue,Portobello,2,2,1,1,433533,418507,40,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16972&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16972&view=side
5883,16973,Rutland Avenue Duke Of York Avenue,Portobello,2,2,1,1,433588,418581,40,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16973&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16973&view=side
5884,16974,Rutland Avenue,Portobello,2,2,1,1,433475,418816,30,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16974&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16974&view=side
5885,16975,Cliff Road Painthorpe Lane,Crigglestone,3,6,3,1,430908,416118,80,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16975&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16975&view=side
5886,16976,Cliff Road Painthorpe Lane,Crigglestone,3,6,4,1,430889,416096,80,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16976&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16976&view=side
5887,16977,Cliff Road Blacker Lane,Great Cliff,1,1,1,0,430544,415937,70,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16977&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16977&view=side
5888,16978,Bretton Lane Dennington Lane,Great Cliff,1,1,1,0,430380,415622,60,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16978&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16978&view=side
5889,16979,Bretton Lane Branch Road,Great Cliff,1,1,1,0,430118,415382,60,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16979&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16979&view=side
5890,16980,Bretton Lane Post Office,West Bretton,1,1,1,0,429025,413864,140,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16980&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16980&view=side
5891,16981,Sycamore Lane Bretton Lane,West Bretton,1,1,1,1,428799,413736,130,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16981&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16981&view=side
5892,16982,Huddersfield Road Haigh,Haigh,1,1,1,0,429642,412076,80,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16982&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16982&view=side
5893,16984,Huddersfield Road Jebb Lane,Haigh,1,1,1,0,429610,412082,80,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16984&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16984&view=side
5894,16985,Bretton Country Park,West Bretton,1,1,1,0,429521,412495,80,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16985&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16985&view=side
5895,16986,Archway Lodge,West Bretton,1,1,1,0,429046,413168,120,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16986&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16986&view=side
5896,16989,Huddersfield Road Bretton Lane,West Bretton,1,0,1,1,428613,413889,140,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16989&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16989&view=side
5897,16990,Huddersfield Road Bretton Lane,West Bretton,0,0,1,1,428587,413937,140,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16990&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16990&view=side
5898,16991,Dawson Plantation,West Bretton,1,0,1,1,428180,414168,150,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16991&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16991&view=side
5899,16992,Dawson Plantation,West Bretton,0,0,1,1,428124,414213,150,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16992&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16992&view=side
5900,16993,British Oak Ph,Calder Grove,1,1,1,1,430046,416323,40,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16993&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16993&view=side
5901,16994,Denby Dale Road Bower Hill,West Bretton,1,1,1,1,427248,413876,130,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16994&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16994&view=side
5902,16995,Wakefield Rd Litherop Lane,Clayton West,1,1,1,1,426970,412922,100,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16995&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16995&view=side
5903,16996,Wakefield Road Manor Road,Clayton West,1,1,1,1,425989,411676,100,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16996&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16996&view=side
5904,16997,Wakefield Road Manor Road,Clayton West,1,1,1,0,425974,411648,100,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16997&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16997&view=side
5905,16998,Long Lane Wakefield Road,Clayton West,3,3,3,1,425867,411465,100,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16998&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16998&view=side
5906,16999,Long Lane Wakefield Road,Clayton West,2,1,1,0,425879,411463,100,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16999&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=16999&view=side
5907,17000,Long Lane Railway Court,Clayton West,3,3,3,1,425939,411273,110,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=17000&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=17000&view=side
5908,17001,Station Road Brookfield Drive,Low Ackworth,1,2,0,0,445155,417543,30,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=17001&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=17001&view=side
5909,17002,Station Road Brookfield Drive,Low Ackworth,1,2,1,0,445150,417551,30,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=17002&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=17002&view=side
5910,17003,Station Road The Orchards,Low Ackworth,1,2,1,0,445025,417475,30,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=17003&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=17003&view=side
5911,17004,Station Road Lee Lane,Low Ackworth,1,2,1,0,444800,417402,30,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=17004&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=17004&view=side
5912,17005,Station Road Low Green,Ackworth,1,2,0,0,444538,417284,30,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=17005&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=17005&view=side
5913,17006,Station Road Pontefract Road,Ackworth,1,2,1,0,444307,417237,40,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=17006&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=17006&view=side
5914,17007,Station Road Barnsley Road,Ackworth,1,2,0,0,444234,417213,40,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=17007&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=17007&view=side
5915,17008,Pontefract Road Purston Lane,High Ackworth,1,2,1,0,444127,417981,40,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=17008&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=17008&view=side
5916,17009,Purston Lane Pontefract Road,High Ackworth,1,1,1,1,444031,417999,40,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=17009&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=17009&view=side
5917,17010,Pontefract Road Mill Hill,High Ackworth,2,3,1,1,444031,417762,40,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=17010&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=17010&view=side
5918,17011,Pontefract Road Mill Hill,High Ackworth,2,3,1,1,444047,417750,40,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=17011&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=17011&view=side
5919,17013,Pontefract Road Station Road,Ackworth,2,3,1,1,444196,417247,40,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=17013&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=17013&view=side
5920,17014,Pontefract Road Station Road,Ackworth,2,3,1,1,444188,417229,40,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=17014&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=17014&view=side
5921,17015,Beverley Arms Doncaster Road,Ackworth,2,3,2,1,443958,416310,40,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=17015&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=17015&view=side
5922,17016,Beverley Arms Wakefield Road,Ackworth,2,3,1,1,443943,416308,40,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=17016&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=17016&view=side
5923,17017,Barnsley Road Bell Lane,Ackworth,2,3,1,1,443898,416482,40,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=17017&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=17017&view=side
5924,17018,Barnsley Road Bell Lane,Ackworth,2,3,2,1,443916,416472,40,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=17018&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=17018&view=side
5925,17019,Barnsley Road Mount Pleasant,Ackworth,2,3,1,1,444044,416722,30,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=17019&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=17019&view=side
5926,17020,Barnsley Road Mount Pleasant,Ackworth,2,3,1,1,444103,416777,30,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=17020&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=17020&view=side
5927,17021,Beverley Arms Barnsley Road,Ackworth,1,1,1,0,444038,416250,40,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=17021&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=17021&view=side
5928,17022,Beverley Arms Barnsley Road,Ackworth,1,1,1,0,444044,416238,40,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=17022&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=17022&view=side
5929,17023,One Ash House Cafe Fair View,Ackworth,1,1,1,0,444298,416181,40,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=17023&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=17023&view=side
5930,17029,Westfield Lane Carlton Road,South Elmsall,1,1,1,0,446967,410894,40,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=17029&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=17029&view=side
5931,17030,Westfield Lane Victor Street,South Elmsall,1,1,1,0,446816,410699,40,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=17030&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=17030&view=side
5932,17031,Westfield Lane Oxford Street,South Elmsall,1,1,1,0,446821,410682,40,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=17031&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=17031&view=side
5933,17032,Westfield Lane Central Avenue,South Elmsall,1,1,1,0,446730,410506,50,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=17032&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=17032&view=side
5934,17035,Broad Lane Beech Street,South Elmsall,1,1,1,0,446384,410097,50,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=17035&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=17035&view=side
5935,17036,Beech Street Vickers Avenue,South Elmsall,1,1,1,0,446327,410322,40,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=17036&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=17036&view=side
5936,17038,Beech Street Vickers Avenue,South Elmsall,1,1,1,0,446402,410423,40,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=17038&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=17038&view=side
5937,17039,Beech Street South Avenue,South Elmsall,1,1,1,0,446467,410617,30,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=17039&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=17039&view=side
5938,17040,North Avenue Chestnut Street,South Elmsall,1,1,1,0,446610,410600,40,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=17040&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=17040&view=side
5939,17043,Carlton Road Carlton Gdns,South Elmsall,1,1,1,0,446901,411044,30,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=17043&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=17043&view=side
5940,17044,Carlton Road Carlton Gdns,South Elmsall,1,1,1,0,446881,411080,30,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=17044&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=17044&view=side
5941,17045,Barnsley Road Witmore Street,South Elmsall,6,6,6,1,447098,411166,30,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=17045&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=17045&view=side
5942,17050,Stockingate Clayton Holt,South Kirkby,3,3,1,0,444800,410478,60,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=17050&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=17050&view=side
5943,17051,Stockingate Clayton Holt,South Kirkby,3,2,2,0,444771,410485,60,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=17051&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=17051&view=side
5944,17052,Barnsley Road Brookside Street,South Elmsall,6,6,5,1,446893,411153,30,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=17052&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=17052&view=side
5945,17053,Barnsley Road Carlton Road,Moorthorpe,5,6,4,1,446814,411102,30,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=17053&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=17053&view=side
5946,17054,Barnsley Road Langthwaite Lane,Moorthorpe,5,5,5,1,446596,411051,30,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=17054&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=17054&view=side
5947,17055,Barnsley Road Cambridge Street,South Elmsall,5,5,4,1,446556,411038,30,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=17055&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=17055&view=side
5948,17056,Barnsley Road Wesley Street,Moorthorpe,5,5,4,1,446399,411027,40,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=17056&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=17056&view=side
5949,17057,Barnsley Road Regent Street,Moorthorpe,5,5,5,1,446367,411045,40,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=17057&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=17057&view=side
